|dates|Cayuga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Cayuga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Cayuga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|77.0|0|1.0|0|0.0|0
0|2020-05-25|77.0|0|1.0|0|0.0|0
0|2020-05-26|77.0|0|1.0|0|0.0|0
