|dates|Moody_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Moody_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Moody_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Moody_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Moody_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Moody_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|18.0|0|0.0|0|0.0|0
0|2020-05-25|18.0|0|0.0|0|0.0|0
0|2020-05-26|18.0|0|0.0|0|0.0|0
