|dates|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|124.0|0|3.0|0|0.0|0
0|2020-05-15|127.0|0|3.0|0|0.0|0
0|2020-05-16|127.0|0|3.0|0|0.0|0
