|dates|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|45.0|0|1.0|0|0.0|0
0|2020-05-18|51.0|0|1.0|0|0.0|0
0|2020-05-19|51.0|0|1.0|0|0.0|0
0|2020-05-20|51.0|0|2.0|0|0.0|0
0|2020-05-21|51.0|0|2.0|0|0.0|0
0|2020-05-22|58.0|0|2.0|0|0.0|0
0|2020-05-23|58.0|0|2.0|0|0.0|0
