|dates|Rutland_Vermont_UnitedStates.JHU_ConfirmedCases.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Rutland_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Rutland_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|51.0|0|1.0|0|0.0|0
0|2020-05-25|53.0|0|1.0|0|0.0|0
0|2020-05-26|53.0|0|1.0|0|0.0|0
