|dates|NewportNews_Virginia_UnitedStates.JHU_ConfirmedCases.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedCases.missing|NewportNews_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|NewportNews_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|237.0|0|10.0|0|0.0|0
0|2020-05-25|245.0|0|10.0|0|0.0|0
0|2020-05-26|245.0|0|10.0|0|0.0|0
