|dates|Lynn_Texas_UnitedStates.JHU_ConfirmedCases.data|Lynn_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lynn_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lynn_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lynn_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lynn_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5.0|0|1.0|0|0.0|0
0|2020-05-25|5.0|0|1.0|0|0.0|0
0|2020-05-26|5.0|0|1.0|0|0.0|0
