|dates|Ravalli_Montana_UnitedStates.JHU_ConfirmedCases.data|Ravalli_Montana_UnitedStates.JHU_ConfirmedCases.missing|Ravalli_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Ravalli_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Ravalli_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Ravalli_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
