|dates|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|37.0|0|3.0|0|0.0|0
0|2020-05-18|39.0|0|3.0|0|0.0|0
0|2020-05-19|43.0|0|3.0|0|0.0|0
0|2020-05-20|44.0|0|3.0|0|0.0|0
0|2020-05-21|51.0|0|3.0|0|0.0|0
0|2020-05-22|63.0|0|3.0|0|0.0|0
0|2020-05-23|63.0|0|3.0|0|0.0|0
