|dates|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|531.0|0|12.0|0|0.0|0
0|2020-05-18|531.0|0|12.0|0|0.0|0
0|2020-05-19|531.0|0|12.0|0|0.0|0
0|2020-05-20|591.0|0|12.0|0|0.0|0
0|2020-05-21|628.0|0|12.0|0|0.0|0
0|2020-05-22|646.0|0|12.0|0|0.0|0
0|2020-05-23|646.0|0|12.0|0|0.0|0
