|dates|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|61.0|0|4.0|0|0.0|0
0|2020-05-15|61.0|0|4.0|0|0.0|0
0|2020-05-16|61.0|0|4.0|0|0.0|0
