|dates|Braxton_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Braxton_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Braxton_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Braxton_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Braxton_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Braxton_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
