|dates|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Union_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|57.0|0|0.0|0|0.0|0
0|2020-05-15|57.0|0|0.0|0|0.0|0
0|2020-05-16|57.0|0|0.0|0|0.0|0
