|dates|Roane_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Roane_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Roane_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8.0|0|0.0|0|0.0|0
0|2020-05-18|9.0|0|0.0|0|0.0|0
0|2020-05-19|9.0|0|0.0|0|0.0|0
0|2020-05-20|9.0|0|0.0|0|0.0|0
0|2020-05-21|9.0|0|0.0|0|0.0|0
0|2020-05-22|10.0|0|0.0|0|0.0|0
0|2020-05-23|10.0|0|0.0|0|0.0|0
