|dates|Weakley_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Weakley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Weakley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|0.0|0|0.0|0
0|2020-05-28|26.0|0|0.0|0|0.0|0
0|2020-05-29|26.0|0|0.0|0|0.0|0
0|2020-05-30|26.0|0|0.0|0|0.0|0
