|dates|Taylor_Texas_UnitedStates.JHU_ConfirmedCases.data|Taylor_Texas_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|230.0|0|5.0|0|0.0|0
0|2020-05-28|230.0|0|5.0|0|0.0|0
0|2020-05-29|230.0|0|5.0|0|0.0|0
0|2020-05-30|230.0|0|5.0|0|0.0|0
