|dates|Champaign_Illinois_UnitedStates.JHU_ConfirmedCases.data|Champaign_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Champaign_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Champaign_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Champaign_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Champaign_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|401.0|0|7.0|0|0.0|0
0|2020-05-18|418.0|0|7.0|0|0.0|0
0|2020-05-19|435.0|0|7.0|0|0.0|0
0|2020-05-20|472.0|0|7.0|0|0.0|0
0|2020-05-21|496.0|0|7.0|0|0.0|0
0|2020-05-22|515.0|0|7.0|0|0.0|0
0|2020-05-23|515.0|0|7.0|0|0.0|0
