|dates|Lowndes_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lowndes_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lowndes_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|128.0|0|9.0|0|0.0|0
0|2020-05-18|133.0|0|9.0|0|0.0|0
0|2020-05-19|140.0|0|10.0|0|0.0|0
0|2020-05-20|155.0|0|10.0|0|0.0|0
0|2020-05-21|158.0|0|10.0|0|0.0|0
0|2020-05-22|172.0|0|10.0|0|0.0|0
0|2020-05-23|172.0|0|10.0|0|0.0|0
