|dates|VanBuren_Michigan_UnitedStates.JHU_ConfirmedCases.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedCases.missing|VanBuren_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|VanBuren_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|VanBuren_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|112.0|0|5.0|0|0.0|0
0|2020-05-18|115.0|0|6.0|0|0.0|0
0|2020-05-19|116.0|0|6.0|0|0.0|0
0|2020-05-20|116.0|0|6.0|0|0.0|0
0|2020-05-21|117.0|0|6.0|0|0.0|0
0|2020-05-22|120.0|0|6.0|0|0.0|0
0|2020-05-23|120.0|0|6.0|0|0.0|0
