|dates|DesMoines_Iowa_UnitedStates.JHU_ConfirmedCases.data|DesMoines_Iowa_UnitedStates.JHU_ConfirmedCases.missing|DesMoines_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|DesMoines_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|DesMoines_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|DesMoines_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|1.0|0|0.0|0
0|2020-05-28|58.0|0|1.0|0|0.0|0
0|2020-05-29|58.0|0|1.0|0|0.0|0
0|2020-05-30|58.0|0|1.0|0|0.0|0
