|dates|Canadian_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Canadian_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Canadian_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Canadian_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Canadian_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Canadian_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|128.0|0|3.0|0|0.0|0
0|2020-05-28|128.0|0|3.0|0|0.0|0
0|2020-05-29|128.0|0|3.0|0|0.0|0
0|2020-05-30|128.0|0|3.0|0|0.0|0
