|dates|RedLake_Minnesota_UnitedStates.JHU_ConfirmedCases.data|RedLake_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|RedLake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|RedLake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|RedLake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|RedLake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
