|dates|Citrus_Florida_UnitedStates.JHU_ConfirmedCases.data|Citrus_Florida_UnitedStates.JHU_ConfirmedCases.missing|Citrus_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Citrus_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Citrus_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Citrus_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|119.0|0|12.0|0|0.0|0
0|2020-05-28|119.0|0|12.0|0|0.0|0
0|2020-05-29|119.0|0|12.0|0|0.0|0
0|2020-05-30|119.0|0|12.0|0|0.0|0
