|dates|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|2.0|0|0.0|0
0|2020-05-18|44.0|0|2.0|0|0.0|0
0|2020-05-19|44.0|0|2.0|0|0.0|0
0|2020-05-20|45.0|0|2.0|0|0.0|0
0|2020-05-21|46.0|0|2.0|0|0.0|0
0|2020-05-22|47.0|0|2.0|0|0.0|0
0|2020-05-23|47.0|0|2.0|0|0.0|0
