|dates|Petersburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Petersburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Petersburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|101.0|0|3.0|0|0.0|0
0|2020-05-28|101.0|0|3.0|0|0.0|0
0|2020-05-29|101.0|0|3.0|0|0.0|0
0|2020-05-30|101.0|0|3.0|0|0.0|0
