|dates|McDuffie_Georgia_UnitedStates.JHU_ConfirmedCases.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedCases.missing|McDuffie_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|McDuffie_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|McDuffie_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|53.0|0|4.0|0|0.0|0
0|2020-05-15|53.0|0|4.0|0|0.0|0
0|2020-05-16|53.0|0|4.0|0|0.0|0
