|dates|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|132.0|0|2.0|0|0.0|0
0|2020-05-18|132.0|0|2.0|0|0.0|0
0|2020-05-19|148.0|0|2.0|0|0.0|0
0|2020-05-20|152.0|0|2.0|0|0.0|0
0|2020-05-21|161.0|0|2.0|0|0.0|0
0|2020-05-22|161.0|0|2.0|0|0.0|0
0|2020-05-23|161.0|0|2.0|0|0.0|0
