|dates|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Fillmore_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|1.0|0|0.0|0
0|2020-05-28|17.0|0|1.0|0|0.0|0
0|2020-05-29|17.0|0|1.0|0|0.0|0
0|2020-05-30|17.0|0|1.0|0|0.0|0
