|dates|Dubuque_Iowa_UnitedStates.JHU_ConfirmedCases.data|Dubuque_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Dubuque_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Dubuque_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Dubuque_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Dubuque_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|238.0|0|10.0|0|0.0|0
0|2020-05-15|249.0|0|10.0|0|0.0|0
0|2020-05-16|249.0|0|10.0|0|0.0|0
