|dates|Richland_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Richland_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Richland_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Richland_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|19.0|0|0.0|0|0.0|0
0|2020-05-28|19.0|0|0.0|0|0.0|0
0|2020-05-29|19.0|0|0.0|0|0.0|0
0|2020-05-30|19.0|0|0.0|0|0.0|0
