|dates|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|1.0|0|0.0|0
0|2020-05-15|23.0|0|1.0|0|0.0|0
0|2020-05-16|23.0|0|1.0|0|0.0|0
