|dates|Wells_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wells_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wells_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wells_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wells_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wells_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|22.0|0|0.0|0|0.0|0
0|2020-05-25|23.0|0|0.0|0|0.0|0
0|2020-05-26|23.0|0|0.0|0|0.0|0
