|dates|Ogle_Illinois_UnitedStates.JHU_ConfirmedCases.data|Ogle_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Ogle_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Ogle_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Ogle_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Ogle_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|170.0|0|2.0|0|0.0|0
0|2020-05-18|172.0|0|2.0|0|0.0|0
0|2020-05-19|173.0|0|2.0|0|0.0|0
0|2020-05-20|174.0|0|2.0|0|0.0|0
0|2020-05-21|178.0|0|2.0|0|0.0|0
0|2020-05-22|185.0|0|2.0|0|0.0|0
0|2020-05-23|185.0|0|2.0|0|0.0|0
