|dates|St.Clair_Illinois_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1035.0|0|73.0|0|0.0|0
0|2020-05-28|1035.0|0|73.0|0|0.0|0
0|2020-05-29|1035.0|0|73.0|0|0.0|0
0|2020-05-30|1035.0|0|73.0|0|0.0|0
