|dates|OutofUT_Utah_UnitedStates.JHU_ConfirmedCases.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedCases.missing|OutofUT_Utah_UnitedStates.JHU_ConfirmedDeaths.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|OutofUT_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|OutofUT_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|22.0|0|0.0|0|0.0|0
0|2020-05-28|22.0|0|0.0|0|0.0|0
0|2020-05-29|22.0|0|0.0|0|0.0|0
0|2020-05-30|22.0|0|0.0|0|0.0|0
