|dates|Green_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Green_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Green_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Green_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Green_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Green_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
