|dates|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|287.0|0|14.0|0|0.0|0
0|2020-05-18|290.0|0|14.0|0|0.0|0
0|2020-05-19|292.0|0|14.0|0|0.0|0
0|2020-05-20|296.0|0|14.0|0|0.0|0
0|2020-05-21|299.0|0|16.0|0|0.0|0
0|2020-05-22|329.0|0|19.0|0|0.0|0
0|2020-05-23|329.0|0|19.0|0|0.0|0
