|dates|Montgomery_Indiana_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|233.0|0|17.0|0|0.0|0
0|2020-05-28|233.0|0|17.0|0|0.0|0
0|2020-05-29|233.0|0|17.0|0|0.0|0
0|2020-05-30|233.0|0|17.0|0|0.0|0
