|dates|Harrison_Missouri_UnitedStates.JHU_ConfirmedCases.data|Harrison_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
