|dates|Pike_Ohio_UnitedStates.JHU_ConfirmedCases.data|Pike_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Pike_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
