|dates|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Jerauld_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6.0|0|1.0|0|0.0|0
0|2020-05-18|6.0|0|1.0|0|0.0|0
0|2020-05-19|6.0|0|1.0|0|0.0|0
0|2020-05-20|10.0|0|1.0|0|0.0|0
0|2020-05-21|10.0|0|1.0|0|0.0|0
0|2020-05-22|16.0|0|1.0|0|0.0|0
0|2020-05-23|16.0|0|1.0|0|0.0|0
