|dates|Windham_Vermont_UnitedStates.JHU_ConfirmedCases.data|Windham_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Windham_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Windham_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Windham_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Windham_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|76.0|0|3.0|0|0.0|0
0|2020-05-18|76.0|0|3.0|0|0.0|0
0|2020-05-19|77.0|0|3.0|0|0.0|0
0|2020-05-20|77.0|0|3.0|0|0.0|0
0|2020-05-21|80.0|0|3.0|0|0.0|0
0|2020-05-22|80.0|0|3.0|0|0.0|0
0|2020-05-23|80.0|0|3.0|0|0.0|0
