|dates|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Conecuh_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|25.0|0|1.0|0|0.0|0
0|2020-05-25|28.0|0|1.0|0|0.0|0
0|2020-05-26|28.0|0|1.0|0|0.0|0
