|dates|Schoharie_NewYork_UnitedStates.JHU_ConfirmedCases.data|Schoharie_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Schoharie_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Schoharie_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Schoharie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Schoharie_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|47.0|0|0.0|0|0.0|0
0|2020-05-15|47.0|0|0.0|0|0.0|0
0|2020-05-16|47.0|0|0.0|0|0.0|0
