|dates|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Kenosha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|838.0|0|18.0|0|0.0|0
0|2020-05-18|848.0|0|18.0|0|0.0|0
0|2020-05-19|866.0|0|19.0|0|0.0|0
0|2020-05-20|889.0|0|21.0|0|0.0|0
0|2020-05-21|921.0|0|21.0|0|0.0|0
0|2020-05-22|948.0|0|22.0|0|0.0|0
0|2020-05-23|948.0|0|22.0|0|0.0|0
