|dates|Madison_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Madison_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Madison_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|163.0|0|2.0|0|0.0|0
0|2020-05-18|163.0|0|2.0|0|0.0|0
0|2020-05-19|162.0|0|2.0|0|0.0|0
0|2020-05-20|162.0|0|2.0|0|0.0|0
0|2020-05-21|162.0|0|2.0|0|0.0|0
0|2020-05-22|163.0|0|2.0|0|0.0|0
0|2020-05-23|163.0|0|2.0|0|0.0|0
