|dates|Winston_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Winston_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Winston_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Winston_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Winston_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Winston_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|81.0|0|0.0|0|0.0|0
0|2020-05-18|83.0|0|0.0|0|0.0|0
0|2020-05-19|86.0|0|0.0|0|0.0|0
0|2020-05-20|86.0|0|0.0|0|0.0|0
0|2020-05-21|92.0|0|0.0|0|0.0|0
0|2020-05-22|92.0|0|0.0|0|0.0|0
0|2020-05-23|92.0|0|0.0|0|0.0|0
