|dates|Simpson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Simpson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Simpson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|49.0|0|3.0|0|0.0|0
0|2020-05-28|49.0|0|3.0|0|0.0|0
0|2020-05-29|49.0|0|3.0|0|0.0|0
0|2020-05-30|49.0|0|3.0|0|0.0|0
