|dates|Missoula_Montana_UnitedStates.JHU_ConfirmedCases.data|Missoula_Montana_UnitedStates.JHU_ConfirmedCases.missing|Missoula_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Missoula_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Missoula_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Missoula_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|39.0|0|1.0|0|0.0|0
0|2020-05-28|39.0|0|1.0|0|0.0|0
0|2020-05-29|39.0|0|1.0|0|0.0|0
0|2020-05-30|39.0|0|1.0|0|0.0|0
