|dates|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|54.0|0|0.0|0|0.0|0
0|2020-05-15|57.0|0|0.0|0|0.0|0
0|2020-05-16|57.0|0|0.0|0|0.0|0
