|dates|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|19.0|0|0.0|0|0.0|0
0|2020-05-28|19.0|0|0.0|0|0.0|0
0|2020-05-29|19.0|0|0.0|0|0.0|0
0|2020-05-30|19.0|0|0.0|0|0.0|0
