|dates|McKean_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|McKean_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|McKean_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|McKean_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|McKean_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|McKean_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|1.0|0|0.0|0
0|2020-05-28|12.0|0|1.0|0|0.0|0
0|2020-05-29|12.0|0|1.0|0|0.0|0
0|2020-05-30|12.0|0|1.0|0|0.0|0
