|dates|Wilkes_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wilkes_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wilkes_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wilkes_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wilkes_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wilkes_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|1.0|0|0.0|0
0|2020-05-18|30.0|0|1.0|0|0.0|0
0|2020-05-19|30.0|0|1.0|0|0.0|0
0|2020-05-20|30.0|0|1.0|0|0.0|0
0|2020-05-21|30.0|0|1.0|0|0.0|0
0|2020-05-22|32.0|0|1.0|0|0.0|0
0|2020-05-23|32.0|0|1.0|0|0.0|0
