|dates|Oswego_NewYork_UnitedStates.JHU_ConfirmedCases.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Oswego_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Oswego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|105.0|0|3.0|0|0.0|0
0|2020-05-28|105.0|0|3.0|0|0.0|0
0|2020-05-29|105.0|0|3.0|0|0.0|0
0|2020-05-30|105.0|0|3.0|0|0.0|0
