|dates|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|72.0|0|7.0|0|0.0|0
0|2020-05-18|72.0|0|8.0|0|0.0|0
0|2020-05-19|73.0|0|8.0|0|0.0|0
0|2020-05-20|73.0|0|8.0|0|0.0|0
0|2020-05-21|73.0|0|8.0|0|0.0|0
0|2020-05-22|73.0|0|8.0|0|0.0|0
0|2020-05-23|73.0|0|8.0|0|0.0|0
