|dates|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.data|Washington_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|116.0|0|17.0|0|0.0|0
0|2020-05-18|116.0|0|17.0|0|0.0|0
0|2020-05-19|116.0|0|17.0|0|0.0|0
0|2020-05-20|116.0|0|17.0|0|0.0|0
0|2020-05-21|116.0|0|17.0|0|0.0|0
0|2020-05-22|116.0|0|17.0|0|0.0|0
0|2020-05-23|116.0|0|17.0|0|0.0|0
