|dates|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|St.Croix_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|0.0|0|0.0|0
0|2020-05-18|48.0|0|0.0|0|0.0|0
0|2020-05-19|48.0|0|0.0|0|0.0|0
0|2020-05-20|52.0|0|0.0|0|0.0|0
0|2020-05-21|57.0|0|0.0|0|0.0|0
0|2020-05-22|58.0|0|0.0|0|0.0|0
0|2020-05-23|58.0|0|0.0|0|0.0|0
