|dates|Bibb_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bibb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bibb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bibb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bibb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bibb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|396.0|0|15.0|0|0.0|0
0|2020-05-18|397.0|0|17.0|0|0.0|0
0|2020-05-19|411.0|0|18.0|0|0.0|0
0|2020-05-20|408.0|0|18.0|0|0.0|0
0|2020-05-21|416.0|0|20.0|0|0.0|0
0|2020-05-22|423.0|0|20.0|0|0.0|0
0|2020-05-23|423.0|0|20.0|0|0.0|0
