|dates|Clatsop_Oregon_UnitedStates.JHU_ConfirmedCases.data|Clatsop_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Clatsop_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Clatsop_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Clatsop_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Clatsop_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|37.0|0|0.0|0|0.0|0
0|2020-05-18|38.0|0|0.0|0|0.0|0
0|2020-05-19|38.0|0|0.0|0|0.0|0
0|2020-05-20|42.0|0|0.0|0|0.0|0
0|2020-05-21|42.0|0|0.0|0|0.0|0
0|2020-05-22|44.0|0|0.0|0|0.0|0
0|2020-05-23|44.0|0|0.0|0|0.0|0
