|dates|Franklin_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Franklin_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
