|dates|SantaCruz_Arizona_UnitedStates.JHU_ConfirmedCases.data|SantaCruz_Arizona_UnitedStates.JHU_ConfirmedCases.missing|SantaCruz_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|SantaCruz_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|SantaCruz_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|SantaCruz_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|0.0|0|0.0|0
0|2020-05-18|78.0|0|0.0|0|0.0|0
0|2020-05-19|97.0|0|0.0|0|0.0|0
0|2020-05-20|102.0|0|0.0|0|0.0|0
0|2020-05-21|123.0|0|0.0|0|0.0|0
0|2020-05-22|131.0|0|0.0|0|0.0|0
0|2020-05-23|131.0|0|0.0|0|0.0|0
