|dates|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|413.0|0|0.0|0|0.0|0
0|2020-05-18|432.0|0|0.0|0|0.0|0
0|2020-05-19|436.0|0|0.0|0|0.0|0
0|2020-05-20|448.0|0|1.0|0|0.0|0
0|2020-05-21|463.0|0|1.0|0|0.0|0
0|2020-05-22|465.0|0|1.0|0|0.0|0
0|2020-05-23|465.0|0|1.0|0|0.0|0
