|dates|Hancock_Iowa_UnitedStates.JHU_ConfirmedCases.data|Hancock_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|0.0|0|0.0|0
0|2020-05-25|12.0|0|0.0|0|0.0|0
0|2020-05-26|12.0|0|0.0|0|0.0|0
