|dates|Orange_Florida_UnitedStates.JHU_ConfirmedCases.data|Orange_Florida_UnitedStates.JHU_ConfirmedCases.missing|Orange_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1655.0|0|38.0|0|0.0|0
0|2020-05-18|1679.0|0|38.0|0|0.0|0
0|2020-05-19|1699.0|0|38.0|0|0.0|0
0|2020-05-20|1708.0|0|38.0|0|0.0|0
0|2020-05-21|1726.0|0|38.0|0|0.0|0
0|2020-05-22|1744.0|0|38.0|0|0.0|0
0|2020-05-23|1744.0|0|38.0|0|0.0|0
